0.1 -0.000329846 7.71347e-08 0.000124835 -0.0173208 0.0956013 -0.00683902 0.00111081 2.00045 1.50057 -0.0173268 0.0458782 0.294741 -0.0497231 0.30158 0.0601959 0.200729 0.733512 0.174793
0.11 -0.000391851 1.08706e-07 0.000147962 -0.0205102 0.11277 -0.0081441 0.00132377 2.00054 1.50067 -0.0205185 0.054628 0.344973 -0.058142 0.353117 0.0712324 0.237494 0.858847 0.207094
0.12 -0.000459064 1.48962e-07 0.000172942 -0.02395 0.131179 -0.00956107 0.0015557 2.00063 1.50079 -0.0239612 0.0641481 0.398193 -0.0670304 0.407755 0.0831246 0.277095 0.99173 0.241966
0.13 -0.000531454 1.99303e-07 0.000199749 -0.0276359 0.150789 -0.0110888 0.00180664 2.00072 1.50091 -0.0276506 0.0744405 0.454222 -0.0763487 0.465311 0.0958564 0.319476 1.13172 0.279374
0.14 -0.000608989 2.61215e-07 0.000228358 -0.0315635 0.171565 -0.0127262 0.00207666 2.00083 1.50103 -0.0315826 0.0855071 0.512885 -0.0860578 0.525611 0.109412 0.364579 1.2784 0.319279
0.15 -0.000691639 3.36261e-07 0.000258743 -0.0357286 0.193469 -0.0144718 0.0023658 2.00094 1.50117 -0.0357528 0.09735 0.574015 -0.0961193 0.588486 0.123775 0.412348 1.43135 0.361646
0.16 -0.000779373 4.26077e-07 0.000290878 -0.0401267 0.216466 -0.0163241 0.00267413 2.00105 1.50131 -0.0401571 0.109971 0.637452 -0.106495 0.653776 0.138931 0.462728 1.5902 0.40644
0.17 -0.000872159 5.3237e-07 0.000324739 -0.0447537 0.240521 -0.0182817 0.00300168 2.00117 1.50146 -0.044791 0.123372 0.703045 -0.117149 0.721327 0.154863 0.515662 1.75457 0.453622
0.18 -0.000969965 6.56909e-07 0.000360299 -0.049605 0.265599 -0.0203427 0.00334851 2.0013 1.50161 -0.0496505 0.137556 0.770647 -0.128043 0.790989 0.171557 0.571097 1.92411 0.50316
0.19 -0.00107276 8.01524e-07 0.000397532 -0.0546766 0.291666 -0.0225055 0.00371465 2.00144 1.50178 -0.0547312 0.152523 0.840118 -0.139143 0.862623 0.188996 0.628977 2.09848 0.555016
0.2 -0.00118051 9.68097e-07 0.000436414 -0.0599639 0.318689 -0.0247681 0.00410014 2.00158 1.50195 -0.0600289 0.168277 0.911324 -0.150412 0.936092 0.207166 0.689248 2.27735 0.609156
0.21 -0.00129319 1.15856e-06 0.000476919 -0.0654628 0.346636 -0.0271287 0.00450502 2.00172 1.50212 -0.0655394 0.184819 0.984137 -0.161817 1.01127 0.226052 0.751857 2.46041 0.665545
0.22 -0.00141076 1.37489e-06 0.00051902 -0.0711688 0.375474 -0.0295852 0.00492932 2.00187 1.5023 -0.0712583 0.20215 1.05844 -0.173324 1.08802 0.245638 0.81675 2.64736 0.724148
0.23 -0.00153318 1.6191e-06 0.000562694 -0.0770778 0.405172 -0.0321355 0.00537308 2.00203 1.50249 -0.0771815 0.220272 1.1341 -0.1849 1.16624 0.265911 0.883876 2.83792 0.78493
0.24 -0.00166044 1.89324e-06 0.000607913 -0.0831855 0.435699 -0.0347776 0.0058363 2.00219 1.50269 -0.0833048 0.239188 1.21102 -0.196511 1.2458 0.286855 0.953181 3.03182 0.847858
0.25 -0.00179249 2.19939e-06 0.000654654 -0.0894875 0.467026 -0.0375091 0.00631903 2.00235 1.50289 -0.0896238 0.258899 1.2891 -0.208127 1.3266 0.308456 1.02461 3.22879 0.912897
0.26 -0.0019293 2.53966e-06 0.00070289 -0.0959797 0.499122 -0.0403279 0.00682128 2.00253 1.50309 -0.0961343 0.279405 1.36822 -0.219717 1.40854 0.330699 1.09813 3.42859 0.980013
0.27 -0.00207084 2.91617e-06 0.000752596 -0.102658 0.531959 -0.0432317 0.00734307 2.0027 1.5033 -0.102832 0.300709 1.44829 -0.23125 1.49152 0.35357 1.17366 3.63098 1.04917
0.28 -0.00221707 3.33106e-06 0.000803748 -0.109517 0.565509 -0.0462182 0.00788441 2.00288 1.50352 -0.109713 0.322812 1.52921 -0.242696 1.57543 0.377056 1.25118 3.83573 1.12034
0.29 -0.00236797 3.78648e-06 0.00085632 -0.116555 0.599743 -0.0492851 0.00844531 2.00307 1.50374 -0.116773 0.345716 1.61091 -0.254028 1.66019 0.401142 1.33063 4.04263 1.19349
0.3 -0.0025235 4.2846e-06 0.000910287 -0.123765 0.634635 -0.0524299 0.00902578 2.00326 1.50397 -0.124008 0.36942 1.69329 -0.265215 1.74572 0.425814 1.41195 4.25146 1.26858
0.31 -0.00268362 4.82757e-06 0.000965625 -0.131144 0.670158 -0.0556503 0.00962583 2.00346 1.5042 -0.131413 0.393927 1.77627 -0.276232 1.83192 0.451058 1.49511 4.46203 1.34558
0.32 -0.0028483 5.41756e-06 0.00102231 -0.138689 0.706287 -0.0589439 0.0102455 2.00366 1.50443 -0.138984 0.419236 1.85978 -0.287051 1.91872 0.476862 1.58005 4.67415 1.42446
0.33 -0.00301752 6.05673e-06 0.00108031 -0.146394 0.742996 -0.0623083 0.0108847 2.00386 1.50467 -0.146718 0.44535 1.94375 -0.297646 2.00605 0.503211 1.66673 4.88764 1.50519
0.34 -0.00319122 6.74723e-06 0.00113961 -0.154256 0.780259 -0.065741 0.0115434 2.00407 1.50492 -0.154609 0.472268 2.02809 -0.307992 2.09383 0.530092 1.7551 5.10232 1.58773
0.35 -0.00336939 7.49119e-06 0.00120018 -0.16227 0.818054 -0.0692396 0.0122218 2.00428 1.50517 -0.162654 0.499991 2.11276 -0.318063 2.18199 0.557493 1.84512 5.31805 1.67205
0.36 -0.00355199 8.29073e-06 0.001262 -0.170433 0.856356 -0.0728018 0.0129196 2.0045 1.50542 -0.170849 0.52852 2.19768 -0.327837 2.27047 0.5854 1.93675 5.53464 1.75812
0.37 -0.00373898 9.14796e-06 0.00132504 -0.17874 0.895142 -0.0764249 0.0136371 2.00472 1.50568 -0.17919 0.557854 2.28279 -0.337289 2.35921 0.6138 2.02993 5.75197 1.84591
0.38 -0.00393033 1.0065e-05 0.00138929 -0.187188 0.93439 -0.0801067 0.014374 2.00495 1.50594 -0.187672 0.587994 2.36804 -0.346397 2.44815 0.64268 2.12463 5.96988 1.93538
0.39 -0.00412601 1.10438e-05 0.0014547 -0.195772 0.974078 -0.0838447 0.0151305 2.00518 1.5062 -0.196291 0.61894 2.45338 -0.355138 2.53722 0.672029 2.2208 6.18824 2.02651
0.4 -0.00432598 1.20864e-05 0.00152127 -0.204488 1.01418 -0.0876365 0.0159064 2.00541 1.50647 -0.205044 0.650692 2.53875 -0.363492 2.62638 0.701833 2.3184 6.40693 2.11926
0.41 -0.00453021 1.31949e-05 0.00158897 -0.213333 1.05469 -0.0914796 0.0167018 2.00564 1.50674 -0.213926 0.683249 2.6241 -0.371438 2.71557 0.73208 2.41739 6.62581 2.21361
0.42 -0.00473866 1.43712e-05 0.00165777 -0.222303 1.09557 -0.0953718 0.0175167 2.00588 1.50702 -0.222933 0.716611 2.70939 -0.378955 2.80475 0.762759 2.51774 6.84478 2.30951
0.43 -0.00495131 1.56171e-05 0.00172765 -0.231393 1.1368 -0.0993106 0.0183509 2.00613 1.50729 -0.232062 0.750778 2.79457 -0.386025 2.89387 0.793856 2.61939 7.06372 2.40695
0.44 -0.00516811 1.69347e-05 0.00179858 -0.2406 1.17838 -0.103294 0.0192045 2.00637 1.50758 -0.241308 0.785749 2.8796 -0.392628 2.98288 0.825361 2.72231 7.28253 2.50589
0.45 -0.00538904 1.83257e-05 0.00187056 -0.24992 1.22027 -0.107319 0.0200775 2.00662 1.50786 -0.250667 0.821524 2.96445 -0.398746 3.07176 0.857262 2.82647 7.5011 2.6063
0.46 -0.00561405 1.9792e-05 0.00194354 -0.259349 1.26246 -0.111383 0.0209697 2.00688 1.50814 -0.260135 0.8581 3.04907 -0.404362 3.16044 0.889546 2.93182 7.71935 2.70815
0.47 -0.00584312 2.13352e-05 0.00201751 -0.268883 1.30494 -0.115486 0.0218812 2.00713 1.50843 -0.269709 0.895478 3.13343 -0.409459 3.2489 0.922203 3.03833 7.93718 2.81141
0.48 -0.00607622 2.29571e-05 0.00209245 -0.278519 1.34767 -0.119623 0.0228119 2.00739 1.50872 -0.279384 0.933656 3.2175 -0.41402 3.33711 0.955221 3.14596 8.1545 2.91605
0.49 -0.0063133 2.46593e-05 0.00216833 -0.288253 1.39066 -0.123793 0.0237618 2.00765 1.50902 -0.289157 0.972633 3.30125 -0.418029 3.42502 0.98859 3.25467 8.37124 3.02204
0.5 -0.00655433 2.64434e-05 0.00224514 -0.298082 1.43388 -0.127994 0.0247307 2.00791 1.50931 -0.299023 1.01241 3.38464 -0.421472 3.51262 1.0223 3.36444 8.58732 3.12936
0.51 -0.00679928 2.83109e-05 0.00232284 -0.308 1.47731 -0.132223 0.0257188 2.00818 1.50961 -0.30898 1.05298 3.46766 -0.424334 3.59986 1.05633 3.47522 8.80267 3.23796
0.52 -0.00704812 3.02635e-05 0.00240142 -0.318006 1.52094 -0.136478 0.0267258 2.00845 1.50991 -0.319023 1.09434 3.55026 -0.426601 3.68672 1.09069 3.58698 9.01722 3.34784
0.53 -0.00730082 3.23024e-05 0.00248085 -0.328096 1.56476 -0.140758 0.0277519 2.00872 1.51021 -0.329148 1.1365 3.63244 -0.428259 3.77317 1.12535 3.6997 9.2309 3.45894
0.54 -0.00755733 3.4429e-05 0.00256112 -0.338265 1.60874 -0.14506 0.0287968 2.00899 1.51051 -0.339352 1.17945 3.71416 -0.429295 3.85919 1.16031 3.81333 9.44366 3.57125
0.55 -0.00781763 3.66447e-05 0.00264221 -0.34851 1.65288 -0.149382 0.0298605 2.00927 1.51082 -0.349631 1.22318 3.7954 -0.429698 3.94476 1.19555 3.92784 9.65543 3.68475
0.56 -0.00808168 3.89507e-05 0.00272408 -0.358828 1.69716 -0.153723 0.030943 2.00955 1.51112 -0.359981 1.26771 3.87615 -0.429455 4.02984 1.23107 4.04321 9.86616 3.79939
0.57 -0.00834945 4.13482e-05 0.00280672 -0.369216 1.74157 -0.158079 0.0320443 2.00983 1.51143 -0.370399 1.31301 3.95639 -0.428554 4.11444 1.26686 4.15941 10.0758 3.91515
0.58 -0.0086209 4.38384e-05 0.00289012 -0.37967 1.78609 -0.162449 0.0331641 2.01011 1.51174 -0.380881 1.3591 4.03609 -0.426986 4.19851 1.3029 4.2764 10.2843 4.03201
0.59 -0.00889601 4.64222e-05 0.00297424 -0.390186 1.83071 -0.166832 0.0343026 2.01039 1.51205 -0.391423 1.40597 4.11525 -0.42474 4.28205 1.3392 4.39415 10.4916 4.14993
0.6 -0.00917473 4.91008e-05 0.00305907 -0.400762 1.87542 -0.171225 0.0354595 2.01068 1.51236 -0.402023 1.45362 4.19384 -0.421805 4.36503 1.37572 4.51264 10.6977 4.26889
0.61 -0.00945704 5.18749e-05 0.00314459 -0.411393 1.92021 -0.175626 0.0366349 2.01097 1.51267 -0.412675 1.50203 4.27186 -0.418173 4.44745 1.41248 4.63184 10.9025 4.38886
0.62 -0.0097429 5.47456e-05 0.00323078 -0.422077 1.96506 -0.180034 0.0378286 2.01126 1.51298 -0.423378 1.55123 4.34929 -0.413835 4.52928 1.44946 4.75172 11.1061 4.50982
0.63 -0.0100323 5.77136e-05 0.00331762 -0.432811 2.00996 -0.184448 0.0390406 2.01155 1.51329 -0.434127 1.60118 4.42611 -0.408782 4.61052 1.48664 4.87225 11.3082 4.63174
0.64 -0.0103251 6.07796e-05 0.00340508 -0.443591 2.05491 -0.188864 0.0402708 2.01184 1.5136 -0.44492 1.65191 4.50233 -0.403006 4.69115 1.52403 4.99341 11.5091 4.75459
0.65 -0.0106215 6.39443e-05 0.00349316 -0.454414 2.09989 -0.193281 0.0415191 2.01213 1.51392 -0.455752 1.70339 4.57792 -0.396501 4.77116 1.56161 5.11518 11.7085 4.87834
0.66 -0.0109212 6.72084e-05 0.00358182 -0.465277 2.14489 -0.197699 0.0427855 2.01242 1.51423 -0.46662 1.75564 4.65288 -0.389258 4.85054 1.59937 5.23752 11.9065 5.00297
0.67 -0.0112243 7.05723e-05 0.00367105 -0.476176 2.18991 -0.202114 0.0440698 2.01272 1.51454 -0.477522 1.80864 4.72721 -0.381271 4.92927 1.63731 5.36041 12.103 5.12845
0.68 -0.0115308 7.40366e-05 0.00376084 -0.48711 2.23493 -0.206527 0.0453719 2.01302 1.51485 -0.488453 1.86239 4.80088 -0.372534 5.00736 1.67542 5.48384 12.2981 5.25476
0.69 -0.0118406 7.76016e-05 0.00385116 -0.498074 2.27993 -0.210934 0.0466918 2.01331 1.51517 -0.499411 1.9169 4.8739 -0.363042 5.08479 1.71368 5.60777 12.4916 5.38187
0.7 -0.0121537 8.12677e-05 0.003942 -0.509066 2.32493 -0.215334 0.0480294 2.01361 1.51548 -0.510392 1.97214 4.94627 -0.352788 5.16155 1.75209 5.73219 12.6837 5.50976
0.71 -0.01247 8.50352e-05 0.00403333 -0.520082 2.3699 -0.219727 0.0493846 2.01391 1.51579 -0.521394 2.02813 5.01797 -0.341768 5.23764 1.79065 5.85707 12.8742 5.6384
0.72 -0.0127896 8.89042e-05 0.00412514 -0.531121 2.41483 -0.22411 0.0507573 2.01421 1.5161 -0.532413 2.08486 5.089 -0.329977 5.31306 1.82934 5.98238 13.0631 5.76776
0.73 -0.0131124 9.2875e-05 0.00421741 -0.542179 2.45973 -0.228482 0.0521474 2.01451 1.51642 -0.543445 2.14232 5.15935 -0.317411 5.38778 1.86816 6.10812 13.2505 5.89782
0.74 -0.0134383 9.69476e-05 0.00431012 -0.553252 2.50458 -0.232841 0.0535548 2.01481 1.51673 -0.554489 2.20051 5.22904 -0.304066 5.46183 1.90709 6.23426 13.4363 6.02856
0.75 -0.0137673 0.000101122 0.00440326 -0.564339 2.54937 -0.237187 0.0549794 2.01511 1.51704 -0.56554 2.25943 5.29804 -0.289938 5.53518 1.94614 6.36077 13.6205 6.15994
0.76 -0.0140995 0.000105398 0.0044968 -0.575437 2.59409 -0.241518 0.0564211 2.01541 1.51734 -0.576597 2.31907 5.36636 -0.275024 5.60783 1.98529 6.48764 13.8031 6.29196
0.77 -0.0144347 0.000109776 0.00459074 -0.586542 2.63875 -0.245833 0.0578798 2.01572 1.51765 -0.587656 2.37943 5.434 -0.259322 5.67979 2.02454 6.61486 13.9841 6.42457
0.78 -0.0147729 0.000114255 0.00468505 -0.597653 2.68333 -0.25013 0.0593554 2.01602 1.51796 -0.598714 2.4405 5.50096 -0.242829 5.75104 2.06389 6.74239 14.1634 6.55777
0.79 -0.0151141 0.000118836 0.00477972 -0.608765 2.72782 -0.254409 0.0608478 2.01632 1.51827 -0.609768 2.50228 5.56723 -0.225542 5.82159 2.10331 6.87023 14.3411 6.69152
0.8 -0.0154583 0.000123517 0.00487473 -0.619878 2.77223 -0.258667 0.0623569 2.01662 1.51857 -0.620815 2.56477 5.63282 -0.20746 5.89144 2.14281 6.99835 14.5172 6.8258
0.81 -0.0158055 0.000128299 0.00497006 -0.630988 2.81654 -0.262904 0.0638826 2.01692 1.51887 -0.631854 2.62796 5.69772 -0.188581 5.96059 2.18238 7.12674 14.6917 6.96059
0.82 -0.0161555 0.000133181 0.0050657 -0.642092 2.86074 -0.267119 0.0654247 2.01723 1.51917 -0.64288 2.69184 5.76194 -0.168904 6.02902 2.22202 7.25539 14.8644 7.09587
0.83 -0.0165084 0.000138163 0.00516163 -0.653188 2.90485 -0.271311 0.0669833 2.01753 1.51947 -0.653892 2.75642 5.82548 -0.148428 6.09676 2.26171 7.38426 15.0356 7.23161
0.84 -0.0168642 0.000143243 0.00525784 -0.664274 2.94883 -0.275478 0.068558 2.01783 1.51977 -0.664886 2.82168 5.88834 -0.127152 6.16378 2.30146 7.51336 15.2051 7.36779
0.85 -0.0172227 0.000148423 0.00535432 -0.675347 2.99271 -0.279619 0.070149 2.01813 1.52007 -0.67586 2.88763 5.95051 -0.105076 6.23011 2.34124 7.64267 15.3729 7.50439
0.86 -0.0175841 0.0001537 0.00545103 -0.686405 3.03645 -0.283735 0.071756 2.01843 1.52037 -0.686812 2.95426 6.01201 -0.0821996 6.29572 2.38107 7.77216 15.5391 7.64138
0.87 -0.0179482 0.000159074 0.00554798 -0.697444 3.08008 -0.287822 0.0733789 2.01873 1.52066 -0.697739 3.02156 6.07283 -0.0585228 6.36064 2.42093 7.90183 15.7036 7.77875
0.88 -0.018315 0.000164545 0.00564515 -0.708464 3.12357 -0.291881 0.0750176 2.01903 1.52095 -0.708638 3.08952 6.13298 -0.0340459 6.42486 2.46082 8.03165 15.8665 7.91647
0.89 -0.0186845 0.000170111 0.00574251 -0.719461 3.16693 -0.295911 0.076672 2.01933 1.52124 -0.719507 3.15816 6.19247 -0.00876969 6.48837 2.50073 8.16163 16.0277 8.05452
0.9 -0.0190566 0.000175772 0.00584006 -0.730434 3.21014 -0.299911 0.078342 2.01963 1.52153 -0.730343 3.22745 6.25128 0.0173051 6.55119 2.54065 8.29174 16.1873 8.19287
0.91 -0.0194314 0.000181526 0.00593779 -0.741379 3.25322 -0.30388 0.0800274 2.01993 1.52181 -0.741144 3.29739 6.30943 0.0441773 6.61332 2.58059 8.42197 16.3453 8.33152
0.92 -0.0198088 0.000187373 0.00603567 -0.752295 3.29614 -0.307816 0.0817282 2.02023 1.52209 -0.751908 3.36799 6.36692 0.0718458 6.67476 2.62053 8.55231 16.5015 8.47043
0.93 -0.0201887 0.000193312 0.00613369 -0.76318 3.33892 -0.31172 0.0834442 2.02052 1.52237 -0.762633 3.43923 6.42375 0.100309 6.7355 2.66047 8.68274 16.6562 8.60959
0.94 -0.0205712 0.000199341 0.00623185 -0.774031 3.38155 -0.315591 0.0851753 2.02082 1.52265 -0.773316 3.51111 6.47993 0.129565 6.79557 2.7004 8.81326 16.8092 8.74898
0.95 -0.0209561 0.00020546 0.00633012 -0.784846 3.42401 -0.319427 0.0869214 2.02111 1.52293 -0.783954 3.58362 6.53546 0.159612 6.85495 2.74033 8.94385 16.9606 8.88857
0.96 -0.0213436 0.000211667 0.0064285 -0.795623 3.46632 -0.323228 0.0886823 2.02141 1.5232 -0.794547 3.65677 6.59035 0.190448 6.91365 2.78024 9.0745 17.1104 9.02835
0.97 -0.0217334 0.000217961 0.00652697 -0.80636 3.50847 -0.326994 0.090458 2.0217 1.52347 -0.80509 3.73053 6.6446 0.222071 6.97167 2.82013 9.2052 17.2586 9.16829
0.98 -0.0221257 0.000224341 0.00662551 -0.817056 3.55045 -0.330723 0.0922483 2.02199 1.52373 -0.815584 3.80492 6.69821 0.254477 7.02903 2.86 9.33594 17.4052 9.30838
0.99 -0.0225204 0.000230805 0.00672412 -0.827707 3.59226 -0.334415 0.094053 2.02228 1.524 -0.826024 3.87992 6.7512 0.287665 7.08572 2.89983 9.46672 17.5501 9.4486
1 -0.0229174 0.000237353 0.00682278 -0.838312 3.6339 -0.338069 0.0958722 2.02257 1.52426 -0.83641 3.95553 6.80356 0.321632 7.14175 2.93963 9.59751 17.6935 9.58892
1.01 -0.0233168 0.000243982 0.00692148 -0.84887 3.67538 -0.341685 0.0977055 2.02286 1.52452 -0.846739 4.03174 6.85529 0.356374 7.19712 2.9794 9.72831 17.8353 9.72933
1.02 -0.0237184 0.000250691 0.00702021 -0.859377 3.71668 -0.345262 0.099553 2.02314 1.52477 -0.85701 4.10856 6.90641 0.391888 7.25184 3.01912 9.85912 17.9756 9.86982
1.03 -0.0241223 0.000257479 0.00711896 -0.869833 3.7578 -0.3488 0.101414 2.02343 1.52502 -0.867219 4.18596 6.95693 0.428171 7.30591 3.0588 9.98991 18.1142 10.0104
1.04 -0.0245284 0.000264344 0.0072177 -0.880235 3.79874 -0.352298 0.10329 2.02371 1.52527 -0.877367 4.26395 7.00683 0.46522 7.35933 3.09842 10.1207 18.2513 10.1509
1.05 -0.0249368 0.000271285 0.00731644 -0.890582 3.83951 -0.355755 0.105179 2.02399 1.52552 -0.887449 4.34253 7.05614 0.50303 7.41212 3.13799 10.2514 18.3869 10.2915
1.06 -0.0253473 0.000278299 0.00741516 -0.900871 3.8801 -0.359171 0.107081 2.02427 1.52576 -0.897466 4.42168 7.10485 0.541598 7.46427 3.17751 10.3822 18.5209 10.4321
1.07 -0.02576 0.000285387 0.00751385 -0.911102 3.9205 -0.362546 0.108998 2.02455 1.526 -0.907415 4.50141 7.15298 0.58092 7.5158 3.21696 10.5128 18.6534 10.5726
1.08 -0.0261747 0.000292544 0.00761249 -0.921271 3.96072 -0.365879 0.110927 2.02482 1.52623 -0.917293 4.5817 7.20052 0.620992 7.56669 3.25634 10.6435 18.7844 10.7132
1.09 -0.0265916 0.000299771 0.00771108 -0.931379 4.00076 -0.36917 0.11287 2.0251 1.52647 -0.927101 4.66255 7.24748 0.66181 7.61698 3.29566 10.7741 18.9139 10.8536
1.1 -0.0270105 0.000307066 0.00780961 -0.941422 4.04061 -0.372417 0.114825 2.02537 1.52669 -0.936835 4.74396 7.29388 0.703369 7.66664 3.3349 10.9046 19.0418 10.994
1.11 -0.0274315 0.000314425 0.00790806 -0.951399 4.08027 -0.375622 0.116794 2.02564 1.52692 -0.946494 4.82592 7.3397 0.745665 7.7157 3.37406 11.035 19.1683 11.1343
1.12 -0.0278544 0.000321849 0.00800643 -0.96131 4.11975 -0.378783 0.118776 2.02591 1.52714 -0.956077 4.90843 7.38497 0.788693 7.76416 3.41315 11.1654 19.2934 11.2745
1.13 -0.0282794 0.000329334 0.00810471 -0.971151 4.15904 -0.3819 0.12077 2.02617 1.52735 -0.965581 4.99147 7.42968 0.832449 7.81202 3.45215 11.2957 19.4169 11.4146
1.14 -0.0287063 0.000336879 0.00820287 -0.980921 4.19815 -0.384973 0.122777 2.02644 1.52757 -0.975006 5.07505 7.47384 0.876928 7.85929 3.49106 11.4259 19.539 11.5546
1.15 -0.029135 0.000344483 0.00830093 -0.99062 4.23706 -0.388001 0.124796 2.0267 1.52778 -0.98435 5.15916 7.51746 0.922124 7.90597 3.52989 11.556 19.6597 11.6944
1.16 -0.0295657 0.000352142 0.00839885 -1.00024 4.27578 -0.390984 0.126827 2.02696 1.52798 -0.993612 5.24379 7.56054 0.968034 7.95208 3.56862 11.686 19.7789 11.834
1.17 -0.0299983 0.000359856 0.00849665 -1.00979 4.31432 -0.393922 0.128871 2.02722 1.52818 -1.00279 5.32894 7.60309 1.01465 7.9976 3.60726 11.8159 19.8968 11.9734
1.18 -0.0304326 0.000367623 0.0085943 -1.01927 4.35266 -0.396815 0.130926 2.02747 1.52838 -1.01188 5.41461 7.64512 1.06197 8.04256 3.6458 11.9457 20.0132 12.1127
1.19 -0.0308688 0.00037544 0.00869179 -1.02866 4.39082 -0.399662 0.132994 2.02773 1.52857 -1.02089 5.50078 7.68662 1.10999 8.08695 3.68423 12.0753 20.1282 12.2517
1.2 -0.0313068 0.000383305 0.00878913 -1.03798 4.42878 -0.402463 0.135073 2.02798 1.52876 -1.0298 5.58745 7.72761 1.1587 8.13079 3.72257 12.2049 20.2419 12.3905
1.21 -0.0317465 0.000391216 0.00888629 -1.04722 4.46655 -0.405217 0.137164 2.02823 1.52894 -1.03863 5.67462 7.7681 1.2081 8.17407 3.76079 12.3343 20.3541 12.529
1.22 -0.0321879 0.000399173 0.00898327 -1.05637 4.50414 -0.407926 0.139266 2.02847 1.52912 -1.04737 5.76228 7.80808 1.25817 8.21681 3.79891 12.4636 20.4651 12.6673
1.23 -0.032631 0.000407171 0.00908007 -1.06544 4.54153 -0.410587 0.14138 2.02872 1.5293 -1.05601 5.85042 7.84756 1.30893 8.25901 3.83691 12.5927 20.5746 12.8053
1.24 -0.0330758 0.00041521 0.00917666 -1.07443 4.57874 -0.413203 0.143505 2.02896 1.52947 -1.06456 5.93905 7.88656 1.36035 8.30067 3.8748 12.7218 20.6829 12.9431
1.25 -0.0335222 0.000423286 0.00927306 -1.08332 4.61575 -0.415771 0.145641 2.0292 1.52964 -1.07302 6.02815 7.92507 1.41244 8.3418 3.91258 12.8506 20.7898 13.0805
1.26 -0.0339702 0.000431399 0.00936924 -1.09214 4.65258 -0.418292 0.147788 2.02943 1.5298 -1.08138 6.11772 7.9631 1.46518 8.3824 3.95023 12.9794 20.8954 13.2176
1.27 -0.0344198 0.000439546 0.0094652 -1.10086 4.68921 -0.420766 0.149945 2.02967 1.52995 -1.08965 6.20775 8.00066 1.51858 8.42249 3.98776 13.1079 20.9997 13.3544
1.28 -0.034871 0.000447725 0.00956093 -1.1095 4.72566 -0.423192 0.152114 2.0299 1.53011 -1.09781 6.29825 8.03775 1.57263 8.46206 4.02517 13.2364 21.1028 13.4908
1.29 -0.0353236 0.000455934 0.00965642 -1.11804 4.76192 -0.425571 0.154293 2.03013 1.53026 -1.10588 6.38919 8.07438 1.62731 8.50113 4.06246 13.3646 21.2046 13.6269
1.3 -0.0357778 0.00046417 0.00975167 -1.12649 4.79799 -0.427903 0.156482 2.03035 1.5304 -1.11385 6.48058 8.11055 1.68264 8.5397 4.09961 13.4927 21.3051 13.7626
1.31 -0.0362335 0.000472432 0.00984667 -1.13485 4.83388 -0.430187 0.158681 2.03057 1.53054 -1.12171 6.57242 8.14628 1.73859 8.57777 4.13664 13.6207 21.4043 13.898
1.32 -0.0366906 0.000480717 0.00994141 -1.14312 4.86958 -0.432423 0.160891 2.03079 1.53067 -1.12948 6.66469 8.18155 1.79516 8.61535 4.17353 13.7484 21.5024 14.0329
